,carat,cut,color,clarity,depth,table,price,x,y,z
40153,0.46,0,1,7,61.3,56.0,1116,5.02,4.96,3.06
40154,0.35,1,3,1,59.1,59.0,1116,4.62,4.59,2.72
40155,0.35,0,3,1,61.4,55.0,1116,4.59,4.56,2.81
40156,0.35,1,3,1,60.6,60.0,1116,4.57,4.54,2.76
40157,0.35,0,3,1,61.8,55.0,1116,4.56,4.54,2.81
40158,0.35,0,3,1,62.3,55.0,1116,4.52,4.5,2.81
40159,0.35,1,3,1,62.2,58.0,1116,4.52,4.45,2.79
40161,0.32,0,4,1,61.1,56.0,1116,4.46,4.45,2.72
40162,0.32,1,4,1,60.7,58.0,1116,4.47,4.46,2.71
40163,0.47,1,3,5,61.0,59.0,1116,5.03,5.0,3.06
40164,0.31,1,1,3,62.2,56.0,1116,4.31,4.28,2.67
40166,0.58,2,3,7,63.3,58.0,1117,5.26,5.29,3.34
40167,0.38,0,2,3,61.0,57.0,1117,4.69,4.72,2.87
40168,0.38,2,0,5,63.4,55.0,1117,4.67,4.63,2.95
40170,0.38,1,2,4,60.2,58.0,1117,4.73,4.71,2.84
40171,0.38,1,0,5,61.5,62.0,1117,4.63,4.6,2.84
40174,0.55,0,3,7,62.1,56.0,1117,5.25,5.22,3.25
40175,0.38,0,4,4,60.6,57.0,1117,4.73,4.7,2.85
40176,0.43,0,3,2,61.5,56.0,1118,4.87,4.89,3.0
40177,0.5,0,2,7,60.5,56.0,1118,5.17,5.19,3.14
40178,0.38,1,1,2,60.6,59.0,1119,4.65,4.62,2.81
40179,0.36,2,0,2,59.0,59.0,1119,4.66,4.69,2.76
40180,0.44,1,4,2,60.1,58.0,1119,4.92,4.96,2.97
40181,0.51,3,4,6,63.7,56.0,1119,5.07,5.1,3.24
40182,0.51,3,4,6,63.4,57.0,1119,5.06,5.09,3.22
40183,0.56,0,6,6,61.8,58.0,1119,5.27,5.31,3.27
40184,0.5,0,4,7,62.3,56.0,1119,5.14,5.09,3.19
40185,0.52,3,1,7,63.7,56.0,1120,5.12,5.15,3.27
40186,0.52,2,1,7,61.8,54.0,1120,5.15,5.18,3.19
40187,0.52,2,1,7,62.9,56.0,1120,5.12,5.15,3.23
40188,0.43,0,5,2,60.6,57.0,1120,4.88,4.94,2.97
40189,0.38,0,2,2,61.5,56.0,1120,4.68,4.71,2.88
40190,0.3,0,1,1,60.9,56.0,1120,4.31,4.33,2.63
40191,0.4,3,3,1,59.7,62.0,1120,4.75,4.8,2.85
40192,0.5,3,3,7,62.3,64.0,1121,5.1,5.02,3.15
40193,0.5,1,3,7,62.6,58.0,1121,5.09,5.03,3.17
40194,0.41,0,3,4,61.1,55.0,1121,4.79,4.83,2.94
40195,0.57,0,4,7,62.0,57.0,1121,5.3,5.35,3.3
40196,0.51,0,3,7,61.9,55.0,1121,5.12,5.14,3.17
40197,0.52,0,2,7,61.5,55.0,1121,5.17,5.2,3.19
40198,0.52,0,2,7,61.3,55.0,1121,5.18,5.2,3.18
40199,0.52,1,3,7,59.2,60.0,1121,5.29,5.21,3.11
40200,0.39,1,1,5,60.9,60.0,1121,4.71,4.68,2.86
40201,0.41,2,2,2,61.4,58.0,1122,4.76,4.78,2.93
40202,0.5,2,2,6,60.0,54.0,1122,5.13,5.2,3.1
40203,0.51,2,3,6,63.4,56.0,1122,5.03,5.1,3.21
40204,0.53,3,6,5,63.8,57.0,1122,5.12,5.1,3.26
40205,0.53,2,6,5,63.3,56.0,1122,5.18,5.12,3.26
40206,0.53,1,6,5,60.9,59.0,1122,5.27,5.2,3.19
40207,0.51,0,5,6,62.5,57.0,1122,5.1,5.07,3.18
40208,0.31,0,2,1,62.3,57.0,1122,4.34,4.3,2.69
40209,0.31,1,2,1,60.8,59.0,1122,4.39,4.36,2.66
40210,0.31,1,2,1,61.6,58.0,1122,4.37,4.33,2.68
40212,0.41,0,0,6,61.8,56.0,1122,4.78,4.73,2.94
40213,0.31,0,2,1,62.2,56.0,1122,4.34,4.31,2.69
40214,0.34,1,3,2,61.5,59.0,1122,4.5,4.47,2.76
40215,0.39,0,1,4,60.2,56.0,1123,4.79,4.78,2.88
40217,0.4,1,3,2,62.3,58.0,1123,4.66,4.72,2.92
40218,0.4,0,0,4,59.9,57.0,1123,4.77,4.82,2.87
40219,0.4,0,3,2,62.4,57.0,1123,4.74,4.78,2.97
40220,0.4,2,3,2,61.7,58.0,1123,4.69,4.71,2.9
40221,0.4,1,0,4,62.1,58.0,1123,4.7,4.73,2.93
40222,0.4,2,3,2,60.9,57.0,1123,4.76,4.8,2.91
40223,0.4,2,0,4,62.9,56.0,1123,4.67,4.71,2.95
40224,0.4,1,0,4,60.9,58.0,1123,4.78,4.81,2.92
40225,0.4,1,0,4,62.5,60.0,1123,4.66,4.72,2.93
40226,0.4,1,3,2,61.5,58.0,1123,4.69,4.74,2.9
40227,0.4,0,3,2,61.6,57.0,1123,4.75,4.76,2.93
40228,0.4,0,3,2,61.4,55.0,1123,4.72,4.76,2.91
40229,0.4,0,3,2,61.2,56.0,1123,4.75,4.79,2.92
40230,0.4,1,0,4,59.2,59.0,1123,4.79,4.81,2.84
40231,0.41,0,3,2,61.0,55.0,1123,4.8,4.82,2.93
40232,0.41,0,3,2,61.5,57.0,1123,4.79,4.82,2.95
40233,0.39,1,0,4,61.7,59.0,1123,4.69,4.64,2.88
40234,0.53,2,6,5,62.4,58.0,1124,5.15,5.24,3.24
40235,0.44,0,4,2,61.1,57.0,1124,4.87,4.92,2.99
40236,0.39,0,2,2,62.2,54.0,1124,4.71,4.74,2.94
40237,0.39,0,2,2,62.3,55.0,1124,4.67,4.7,2.92
40238,0.39,0,2,2,61.8,55.0,1124,4.69,4.73,2.91
40239,0.39,0,2,2,61.7,55.0,1124,4.69,4.71,2.9
40240,0.39,0,2,2,62.1,55.0,1124,4.69,4.71,2.92
40241,0.37,1,1,4,60.4,58.0,1124,4.66,4.61,2.8
40242,0.37,0,1,4,61.2,56.0,1124,4.67,4.64,2.85
40243,0.37,0,0,5,61.6,56.0,1124,4.63,4.59,2.84
40244,0.37,0,0,5,61.3,56.0,1124,4.64,4.6,2.83
40245,0.37,0,0,5,61.0,56.0,1124,4.7,4.65,2.85
40246,0.37,1,0,5,61.0,59.0,1124,4.63,4.59,2.81
40247,0.5,3,2,6,63.7,61.0,1125,5.02,4.99,3.19
40248,0.5,2,2,7,62.9,63.0,1125,4.99,4.93,3.12
40249,0.5,1,2,6,59.6,61.0,1125,5.15,5.12,3.06
40250,0.51,1,4,7,62.9,56.0,1125,5.08,5.06,3.19
40251,0.6,0,5,7,62.2,54.0,1125,5.4,5.44,3.37
40252,0.52,0,5,7,61.9,55.0,1125,5.17,5.23,3.22
40254,0.38,0,3,1,62.0,54.0,1125,4.66,4.7,2.9
40255,0.3,0,1,3,61.4,55.0,1125,4.36,4.34,2.67
40256,0.4,1,1,4,60.1,58.0,1125,4.76,4.72,2.85
40257,0.4,0,4,3,60.8,55.0,1125,4.82,4.79,2.92
40258,0.4,1,4,3,60.9,58.0,1125,4.79,4.74,2.9
40259,0.4,1,4,3,60.6,60.0,1125,4.79,4.75,2.89
40260,0.33,1,3,6,62.3,59.0,492,4.39,4.44,2.75
40261,0.33,1,0,7,62.1,58.0,492,4.4,4.43,2.74
40262,0.33,2,3,6,61.6,57.0,492,4.42,4.45,2.73
40263,0.33,0,0,7,61.1,57.0,492,4.47,4.5,2.74
40264,0.33,2,0,7,62.9,56.0,492,4.41,4.43,2.78
40265,0.33,2,3,6,59.8,58.0,492,4.52,4.54,2.71
40266,0.33,0,3,6,61.3,56.0,492,4.46,4.51,2.75
40267,0.33,2,0,7,60.7,56.0,492,4.43,4.46,2.7
40268,0.33,2,3,6,61.1,59.0,492,4.42,4.45,2.71
40269,0.33,0,0,7,62.0,57.0,492,4.45,4.46,2.76
40270,0.37,2,1,7,61.6,56.0,493,4.61,4.65,2.85
40271,0.23,0,2,5,61.8,55.0,493,3.93,3.96,2.43
40272,0.23,0,2,4,61.9,56.0,493,3.94,3.96,2.44
40273,0.31,0,3,6,61.8,55.0,493,4.38,4.42,2.72
40274,0.31,0,3,6,61.6,57.0,493,4.32,4.35,2.67
40275,0.31,0,3,6,61.9,55.0,493,4.38,4.41,2.72
40276,0.31,0,3,6,61.2,56.0,493,4.37,4.39,2.68
40277,0.31,0,3,6,62.1,54.0,493,4.34,4.36,2.7
40278,0.35,2,2,7,61.2,55.0,494,4.56,4.57,2.79
40279,0.32,0,6,2,62.3,54.0,494,4.41,4.43,2.75
40280,0.32,0,6,2,60.8,56.0,494,4.47,4.48,2.72
40281,0.3,0,5,3,62.2,56.0,495,4.25,4.3,2.66
40282,0.3,0,5,3,62.5,54.0,495,4.27,4.31,2.68
40283,0.34,0,5,5,61.1,55.0,495,4.51,4.55,2.77
40284,0.34,0,5,5,61.5,55.0,495,4.53,4.55,2.79
40285,0.3,0,3,5,62.2,54.0,495,4.29,4.33,2.68
40286,0.3,0,1,9,60.3,57.0,495,4.39,4.36,2.64
40287,0.29,2,1,4,62.1,57.0,496,4.2,4.24,2.62
40288,0.27,0,4,3,61.9,55.0,496,4.14,4.16,2.57
40289,0.3,0,4,5,61.9,55.0,496,4.28,4.31,2.66
40290,0.4,0,4,3,62.1,57.0,1125,4.74,4.69,2.93
40291,0.4,2,4,3,63.2,55.0,1125,4.73,4.7,2.98
40292,0.4,0,4,3,62.2,56.0,1125,4.75,4.7,2.94
40293,0.4,0,4,3,62.3,57.0,1125,4.73,4.71,2.94
40294,0.4,0,4,3,62.4,57.0,1125,4.73,4.69,2.94
40295,0.4,0,3,4,62.8,56.0,1125,4.7,4.67,2.94
40296,0.4,0,3,4,62.2,56.0,1125,4.74,4.72,2.94
40297,0.4,0,3,4,62.4,57.0,1125,4.74,4.72,2.95
40298,0.4,0,3,4,61.3,55.0,1125,4.78,4.75,2.92
40299,0.4,1,3,4,60.3,59.0,1125,4.8,4.76,2.88
40300,0.4,1,3,4,60.7,58.0,1125,4.81,4.78,2.91
40301,0.4,1,3,4,61.3,60.0,1125,4.71,4.66,2.87
40302,0.4,0,1,4,61.6,56.0,1125,4.78,4.73,2.93
40303,0.4,0,1,4,61.2,57.0,1125,4.77,4.74,2.91
40304,0.4,1,1,4,61.8,56.0,1125,4.77,4.74,2.94
40305,0.4,0,1,4,62.0,54.0,1125,4.77,4.74,2.95
40306,0.4,1,1,4,60.4,59.0,1125,4.81,4.76,2.89
40307,0.4,1,1,4,60.3,58.0,1125,4.82,4.8,2.9
40308,0.4,1,1,4,62.8,59.0,1125,4.67,4.63,2.92
40309,0.4,0,1,4,62.6,56.0,1125,4.72,4.67,2.94
40310,0.4,1,1,4,62.5,58.0,1125,4.72,4.69,2.94
40311,0.4,0,1,4,62.3,56.0,1125,4.73,4.71,2.94
40312,0.4,1,1,4,62.4,54.0,1125,4.75,4.71,2.95
40313,0.4,1,1,4,60.5,61.0,1125,4.74,4.72,2.86
40314,0.4,1,1,4,61.2,59.0,1125,4.76,4.72,2.9
40315,0.4,1,1,4,61.8,55.0,1125,4.76,4.72,2.93
40316,0.4,0,1,4,62.2,55.0,1125,4.76,4.72,2.95
40317,0.4,0,1,4,61.7,55.0,1125,4.76,4.73,2.93
40318,0.5,1,2,7,59.9,60.0,1125,5.22,5.16,3.11
40319,0.4,0,0,5,60.5,57.0,1125,4.8,4.76,2.89
40321,0.5,1,6,6,60.7,58.0,1125,5.13,5.11,3.11
40322,0.36,0,0,3,61.0,56.0,1126,4.57,4.61,2.8
40323,0.42,0,4,1,61.6,56.0,1126,4.84,4.87,2.99
40324,0.39,1,1,3,59.5,58.0,1126,4.77,4.74,2.83
40325,0.5,0,3,7,61.0,57.0,1127,5.13,5.15,3.13
40326,0.53,0,5,6,61.6,56.6,1127,5.19,5.21,3.21
40328,0.53,3,1,7,63.0,60.0,1127,5.11,5.14,3.23
40330,0.56,0,3,7,61.0,57.0,1127,5.34,5.32,3.25
40331,0.5,2,1,6,61.4,63.0,1128,5.06,5.1,3.12
40332,0.4,0,2,2,61.7,57.0,1128,4.72,4.75,2.92
40333,0.4,0,2,2,61.5,56.0,1128,4.73,4.77,2.92
40334,0.4,2,0,3,62.0,61.0,1128,4.7,4.72,2.92
40335,0.51,3,4,5,61.8,65.0,1128,5.07,5.02,3.12
40336,0.51,0,1,7,61.3,61.0,1128,5.13,5.15,3.15
40337,0.54,2,6,5,63.0,57.0,1129,5.17,5.21,3.27
40338,0.45,2,1,5,61.8,58.0,1129,4.9,4.94,3.04
40339,0.39,1,1,3,61.1,59.0,1129,4.68,4.74,2.88
40340,0.33,1,0,2,61.8,58.0,1129,4.4,4.43,2.73
40341,0.33,0,1,1,61.9,57.0,1129,4.41,4.45,2.74
40342,0.33,1,1,1,60.8,58.0,1129,4.46,4.49,2.72
40343,0.39,0,2,2,61.4,54.0,1129,4.7,4.73,2.9
40344,0.51,0,3,7,61.5,55.0,1129,5.16,5.18,3.18
40345,0.51,3,3,7,63.6,54.0,1129,5.08,5.05,3.22
40346,0.43,0,5,1,62.0,55.0,1129,4.85,4.83,3.0
40347,0.43,1,5,1,61.2,58.0,1129,4.88,4.83,2.97
40348,0.43,0,3,3,61.9,55.0,1129,4.86,4.84,3.0
40349,0.43,0,3,3,60.9,57.0,1129,4.9,4.85,2.97
40350,0.43,0,3,3,60.1,57.0,1129,4.91,4.88,2.94
40351,0.43,1,3,3,62.3,60.0,1129,4.85,4.78,3.0
40352,0.43,1,3,3,62.2,55.0,1129,4.84,4.81,3.0
40353,0.43,0,3,3,61.4,55.0,1129,4.88,4.83,2.98
40354,0.43,1,2,4,62.5,58.0,1129,4.85,4.78,3.01
40355,0.43,1,2,4,61.0,57.0,1129,4.89,4.84,2.97
40356,0.43,1,2,4,59.9,58.0,1129,4.93,4.89,2.94
40357,0.43,1,2,4,62.2,61.0,1129,4.83,4.75,2.98
40358,0.43,1,0,5,60.7,58.0,1129,4.88,4.84,2.95
40359,0.43,0,0,5,60.7,57.0,1129,4.91,4.88,2.97
40360,0.43,1,0,5,60.2,59.0,1129,4.92,4.88,2.95
40361,0.43,0,0,5,61.8,56.0,1129,4.83,4.81,2.98
40362,0.43,0,0,5,62.0,55.0,1129,4.86,4.81,3.0
40363,0.3,1,0,1,62.1,59.0,1130,4.27,4.29,2.66
40364,0.51,3,1,7,63.3,56.0,1130,5.08,5.12,3.23
40365,0.34,0,0,3,61.8,55.0,1130,4.46,4.48,2.76
40366,0.33,0,1,2,61.3,56.0,1130,4.43,4.48,2.73
40367,0.33,0,1,2,61.6,55.0,1130,4.44,4.46,2.74
40368,0.5,0,5,4,61.9,54.0,1130,5.12,5.16,3.18
40369,0.46,0,4,6,61.1,55.0,1130,4.97,5.01,3.05
40370,0.48,3,3,5,60.3,60.7,1130,5.06,5.11,3.06
40371,0.41,1,1,2,60.0,61.0,1130,4.86,4.78,2.89
40372,0.42,2,2,3,61.6,59.0,1131,4.83,4.84,2.98
40373,0.43,1,1,4,62.3,58.0,1131,4.78,4.82,2.99
40374,0.39,2,2,1,60.8,55.0,1131,4.73,4.77,2.89
40375,0.54,3,4,6,59.4,65.0,1131,5.31,5.22,3.13
40376,0.36,0,1,3,61.0,55.0,1131,4.6,4.62,2.81
40377,0.56,0,6,5,61.4,56.0,1131,5.32,5.34,3.27
40378,0.51,0,5,5,62.1,54.0,1131,5.12,5.16,3.19
40379,0.36,0,0,4,61.7,55.0,1131,4.58,4.6,2.83
40380,0.3,0,2,1,60.7,56.0,1131,4.35,4.38,2.65
40381,0.38,0,2,4,62.1,55.0,1131,4.66,4.63,2.89
40382,0.53,1,4,6,59.4,60.0,1132,5.24,5.26,3.12
40383,0.53,3,4,6,63.7,55.0,1132,5.12,5.15,3.27
40384,0.53,2,2,7,62.5,57.0,1132,5.11,5.17,3.21
40385,0.42,0,0,3,62.0,55.0,1132,4.81,4.84,2.99
40386,0.42,0,0,3,61.7,57.0,1132,4.8,4.82,2.97
40387,0.42,0,0,4,61.8,56.0,1132,4.82,4.86,2.99
40388,0.42,1,0,3,59.6,59.0,1132,4.9,4.96,2.94
40389,0.53,3,4,6,63.9,55.0,1132,5.14,5.19,3.3
40390,0.53,2,2,7,60.5,60.0,1132,5.19,5.23,3.15
40391,0.53,0,3,7,59.9,57.0,1132,5.25,5.3,3.16
40392,0.58,0,5,6,62.2,54.0,1132,5.35,5.39,3.34
40393,0.4,2,0,3,60.8,56.0,1133,4.78,4.82,2.92
40394,0.47,2,3,6,62.8,56.0,1133,4.96,4.93,3.11
40395,0.5,2,3,6,59.3,58.0,1133,5.19,5.24,3.09
40396,0.5,2,4,6,60.9,61.0,1133,5.06,5.15,3.11
40397,0.34,0,0,2,61.7,56.0,1133,4.46,4.48,2.76
40398,0.38,0,1,4,62.2,54.1,1133,4.63,4.65,2.89
40399,0.34,0,0,2,61.7,57.0,1133,4.49,4.52,2.78
40400,0.34,0,0,2,61.5,56.0,1133,4.47,4.5,2.76
40401,0.34,0,0,2,62.4,55.0,1133,4.45,4.49,2.79
40402,0.55,0,6,5,60.4,58.0,1133,5.29,5.34,3.21
40403,0.54,0,3,7,61.8,54.0,1133,5.23,5.25,3.24
40404,0.54,0,3,7,61.8,54.0,1133,5.24,5.28,3.25
40405,0.54,0,3,7,62.3,58.0,1133,5.17,5.2,3.23
40406,0.31,0,1,1,61.9,56.0,1133,4.37,4.35,2.7
40407,0.31,1,1,1,61.0,59.0,1133,4.39,4.36,2.67
40408,0.41,2,1,3,63.1,58.0,1133,4.75,4.72,2.99
40411,0.55,0,5,6,61.3,55.0,1134,5.3,5.33,3.26
40412,0.55,0,5,6,61.7,55.0,1134,5.29,5.31,3.27
40413,0.55,0,4,6,61.5,54.0,1134,5.3,5.33,3.27
40416,0.58,0,3,7,62.0,57.0,1134,5.35,5.29,3.3
40417,0.5,0,6,4,61.4,58.0,1134,5.14,5.09,3.15
40424,0.43,0,1,3,60.8,57.0,1135,4.9,4.87,2.97
40425,0.54,2,5,6,63.2,57.0,1135,5.17,5.21,3.28
40426,0.45,0,3,3,61.2,56.0,1135,4.91,4.96,3.02
40427,0.42,0,4,1,61.0,56.0,1135,4.79,4.82,2.93
40428,0.4,3,0,3,60.2,63.0,1135,4.74,4.8,2.87
40429,0.4,0,6,2,61.9,56.0,1136,4.74,4.79,2.95
40430,0.47,0,4,5,61.7,57.0,1136,4.99,5.03,3.09
40431,0.42,0,3,6,61.6,56.0,1136,4.83,4.85,2.98
40434,0.36,0,2,1,62.2,55.0,1137,4.57,4.62,2.86
40435,0.55,3,1,6,63.3,54.0,1138,5.21,5.24,3.31
40436,0.5,1,3,6,63.0,56.0,1138,5.07,5.02,3.18
40437,0.36,0,2,1,61.4,55.9,1138,4.58,4.62,2.82
40438,0.52,3,0,7,61.8,58.0,1138,5.17,5.21,3.21
40440,0.5,3,3,6,60.2,64.0,1138,5.11,5.04,3.05
40441,0.52,1,4,6,61.6,57.0,1138,5.2,5.15,3.19
40442,0.4,3,1,4,63.8,57.0,1138,4.72,4.69,3.0
40446,0.4,2,4,2,62.3,55.0,1139,4.73,4.77,2.95
40447,0.51,0,2,7,61.1,56.0,1139,5.18,5.21,3.17
40448,0.46,1,2,4,63.0,57.0,1139,4.93,4.79,3.06
40449,0.36,2,1,2,61.4,56.0,1140,4.6,4.62,2.83
40450,0.51,2,5,5,63.3,56.0,1140,5.02,5.06,3.19
40452,0.31,0,2,2,60.7,57.0,1140,4.41,4.39,2.67
40453,0.31,0,2,2,60.6,56.0,1140,4.44,4.41,2.68
40454,0.32,0,1,2,61.5,56.0,1140,4.43,4.45,2.73
40455,0.5,0,4,6,62.2,57.0,1140,5.07,5.09,3.16
40456,0.5,0,4,6,62.4,56.0,1140,5.07,5.09,3.17
40457,0.5,0,4,6,62.1,58.0,1140,5.04,5.07,3.14
40458,0.5,0,4,6,62.5,57.0,1140,5.06,5.08,3.17
40459,0.5,0,4,6,62.0,56.0,1140,5.08,5.11,3.16
40461,0.38,0,0,4,62.5,56.0,1140,4.67,4.64,2.91
40462,0.32,0,0,2,61.8,56.0,1140,4.41,4.39,2.72
40463,0.32,0,0,2,61.5,57.0,1140,4.45,4.43,2.73
40464,0.32,0,0,2,61.8,56.0,1140,4.41,4.39,2.72
40465,0.32,0,0,2,61.3,57.0,1140,4.42,4.39,2.7
40466,0.32,0,0,2,61.9,56.0,1140,4.39,4.36,2.71
40467,0.38,0,0,4,62.2,57.0,1140,4.66,4.63,2.89
40468,0.32,0,0,2,61.7,55.0,1140,4.44,4.41,2.73
40469,0.38,0,0,4,62.0,55.0,1140,4.68,4.64,2.89
40470,0.38,0,3,2,61.6,57.0,1140,4.73,4.65,2.89
40471,0.38,1,0,4,61.9,60.0,1140,4.66,4.62,2.87
40472,0.38,1,0,4,62.4,59.0,1140,4.63,4.6,2.88
40474,0.38,1,0,4,61.2,58.0,1140,4.68,4.63,2.85
40475,0.52,1,5,4,59.6,60.0,1141,5.17,5.14,3.07
40476,0.52,2,6,5,60.7,56.0,1141,5.19,5.23,3.16
40477,0.53,1,1,7,60.5,60.0,1141,5.21,5.24,3.16
40478,0.53,3,1,7,63.4,56.0,1141,5.16,5.18,3.28
40479,0.53,3,1,7,63.2,54.0,1141,5.16,5.19,3.27
40480,0.55,2,3,6,60.7,56.0,1141,5.32,5.38,3.25
40481,0.33,0,2,2,61.8,55.0,1141,4.44,4.46,2.75
40482,0.52,0,6,5,61.6,57.0,1141,5.16,5.19,3.19
40485,0.5,1,4,6,60.2,61.0,1141,5.16,5.14,3.1
40487,0.4,2,1,2,63.8,56.0,1142,4.68,4.72,3.0
40488,0.42,0,2,3,62.1,55.0,1142,4.79,4.81,2.98
40489,0.42,1,2,3,59.6,59.0,1142,4.83,4.86,2.89
40490,0.42,0,2,3,61.1,57.0,1142,4.82,4.84,2.95
40491,0.42,0,2,3,60.6,57.0,1142,4.82,4.85,2.93
40492,0.42,1,2,3,61.7,59.0,1142,4.78,4.82,2.96
40493,0.42,0,2,3,61.3,57.0,1142,4.8,4.82,2.95
40494,0.42,1,2,3,60.3,59.0,1142,4.83,4.86,2.92
40495,0.42,0,2,3,61.6,56.0,1142,4.83,4.85,2.98
40496,0.42,0,2,3,61.7,57.0,1142,4.78,4.81,2.96
40497,0.42,0,2,3,62.2,56.0,1142,4.79,4.82,2.99
40498,0.53,0,2,7,61.7,56.0,1142,5.23,5.24,3.23
40499,0.42,1,4,2,62.0,58.0,1142,4.82,4.79,2.98
40500,0.37,1,0,2,61.4,58.0,1142,4.65,4.63,2.85
40501,0.42,0,4,2,62.4,55.0,1142,4.8,4.79,2.99
40502,0.43,2,3,2,60.7,57.0,1143,4.87,4.89,2.96
40503,0.41,2,2,2,63.3,55.0,1143,4.7,4.74,2.99
40504,0.47,1,4,4,61.8,58.0,1143,4.94,4.99,3.07
40505,0.44,0,3,2,61.3,55.0,1143,4.92,4.94,3.02
40506,0.61,0,6,6,62.0,55.0,1143,5.45,5.48,3.39
40507,0.54,1,6,5,62.6,58.0,1143,5.22,5.16,3.25
40508,0.56,2,4,7,59.5,57.0,1144,5.4,5.43,3.22
40509,0.41,0,1,4,61.2,56.0,1144,4.82,4.89,2.97
40512,0.55,2,1,7,59.6,57.0,1145,5.34,5.39,3.2
40513,0.4,3,2,2,63.3,57.0,1145,4.68,4.7,2.97
40515,0.4,0,1,3,61.6,56.0,1145,4.74,4.77,2.93
40516,0.44,0,5,2,60.9,56.0,1145,4.9,4.96,3.0
40517,0.48,0,3,6,61.6,55.0,1145,5.06,5.1,3.13
40518,0.37,0,0,3,61.6,56.0,1145,4.65,4.61,2.85
40519,0.37,1,0,3,61.0,60.0,1145,4.64,4.61,2.82
40520,0.52,2,1,7,61.1,57.0,1146,5.2,5.24,3.19
40522,0.51,0,2,7,61.3,57.0,1146,5.16,5.19,3.17
40523,0.52,0,1,7,61.8,57.0,1146,5.14,5.18,3.19
40524,0.5,2,2,7,62.4,56.0,1147,5.08,5.12,3.18
40525,0.58,2,6,5,59.5,62.0,1147,5.41,5.44,3.23
40526,0.5,3,1,6,64.0,56.0,1147,5.03,4.9,3.18
40528,0.54,0,5,4,61.5,56.0,1147,5.24,5.26,3.23
40529,0.54,0,4,6,62.5,56.0,1147,5.2,5.23,3.26
40532,0.5,2,4,6,60.0,55.0,1148,5.2,5.23,3.13
40533,0.38,1,3,1,62.5,60.0,1148,4.61,4.64,2.89
40534,0.43,0,2,3,61.5,55.0,1148,4.85,4.88,2.99
40535,0.39,0,2,2,61.7,57.0,1148,4.68,4.71,2.89
40536,0.51,0,3,7,62.1,56.0,1148,5.1,5.13,3.18
40537,0.34,0,2,1,60.7,57.0,1148,4.53,4.5,2.74
40538,0.36,1,3,1,62.5,60.0,1148,4.53,4.49,2.82
40539,0.36,1,3,1,61.0,59.0,1148,4.6,4.55,2.79
40540,0.36,0,3,1,61.6,55.0,1148,4.59,4.57,2.82
40541,0.41,1,3,2,59.7,60.0,1148,4.85,4.83,2.89
40542,0.35,1,1,1,59.0,61.0,1148,4.64,4.62,2.73
40543,0.61,2,6,6,60.8,58.0,1149,5.46,5.49,3.33
40544,0.55,2,5,6,63.6,57.0,1149,5.15,5.19,3.29
40545,0.45,3,0,5,63.7,61.0,1149,4.81,4.73,3.04
40546,0.42,0,3,2,61.9,56.0,1150,4.8,4.85,2.98
40547,0.52,0,3,7,61.3,56.0,1150,5.19,5.22,3.19
40548,0.41,3,2,3,59.2,63.0,1150,4.82,4.87,2.87
40549,0.4,0,1,5,61.4,57.0,1150,4.78,4.75,2.92
40550,0.57,2,5,6,61.1,61.0,1151,5.34,5.37,3.27
40551,0.41,0,0,4,61.3,54.0,1151,4.8,4.83,2.95
40552,0.41,0,2,1,62.2,54.0,1151,4.76,4.79,2.97
40553,0.41,2,0,4,62.9,57.0,1151,4.73,4.75,2.98
40554,0.41,0,3,2,61.7,55.0,1151,4.77,4.79,2.95
40555,0.41,0,0,4,61.0,57.0,1151,4.78,4.82,2.93
40556,0.41,0,0,4,61.8,57.0,1151,4.75,4.8,2.95
40557,0.41,0,3,2,62.0,56.0,1151,4.78,4.8,2.97
40558,0.41,2,3,2,60.0,59.0,1151,4.83,4.84,2.9
40559,0.41,2,3,2,60.3,60.0,1151,4.74,4.78,2.87
40560,0.41,2,0,4,62.8,57.0,1151,4.73,4.76,2.98
40561,0.41,0,3,2,61.8,55.0,1151,4.76,4.78,2.95
40562,0.41,2,3,2,61.0,61.0,1151,4.72,4.75,2.89
40563,0.41,0,0,4,62.1,56.0,1151,4.77,4.8,2.97
40564,0.41,0,3,2,62.1,55.0,1151,4.74,4.79,2.96
40565,0.41,1,3,2,59.9,59.0,1151,4.79,4.83,2.88
40566,0.52,0,6,5,61.4,57.0,1151,5.17,5.21,3.19
40567,0.57,0,4,7,61.5,55.0,1151,5.35,5.38,3.3
40568,0.43,0,4,1,61.9,55.0,1151,4.87,4.89,3.02
40569,0.52,0,3,7,63.0,55.0,1151,5.14,5.12,3.23
40570,0.52,2,3,7,63.1,56.0,1151,5.12,5.08,3.22
40571,0.4,0,0,3,61.4,56.0,1152,4.8,4.75,2.93
40573,0.53,2,4,6,61.7,60.0,1152,5.17,5.21,3.2
40574,0.48,1,1,6,60.4,62.0,1152,5.07,5.03,3.05
40575,0.52,0,5,5,62.3,54.0,1152,5.17,5.2,3.23
40576,0.52,0,5,5,61.8,54.0,1152,5.16,5.2,3.2
40577,0.5,2,3,6,62.4,52.0,1153,5.1,5.15,3.2
40578,0.5,2,3,6,62.3,58.0,1153,5.06,5.08,3.16
40579,0.54,0,3,7,60.4,59.0,1153,5.24,5.29,3.18
40580,0.5,0,3,6,62.1,57.0,1153,5.05,5.09,3.15
40581,0.4,0,4,1,61.9,56.0,1153,4.72,4.75,2.93
40582,0.41,1,1,4,60.7,58.0,1153,4.83,4.79,2.92
